0,0.7584,0.7752,0.7752,0.79,0.7704,0.7812
1,0.7552,0.7808,0.7792,0.772,0.7796,0.7804
2,0.7708,0.7712,0.7768,0.7716,0.7756,0.776
3,0.7644,0.7692,0.776,0.7784,0.7816,0.7832
4,0.766,0.7668,0.7784,0.7804,0.7748,0.7784
5,0.7672,0.778,0.7828,0.772,0.7736,0.786
6,0.766,0.7696,0.7824,0.7748,0.774,0.78
7,0.7704,0.7752,0.772,0.784,0.7872,0.7704
8,0.7636,0.7684,0.7736,0.7844,0.788,0.7788
9,0.77,0.7708,0.7716,0.772,0.7804,0.7768
