0,0.7524,0.7756,0.7772,0.7864,0.7728,0.7744
1,0.7588,0.78,0.7748,0.7776,0.7744,0.7788
2,0.772,0.772,0.7772,0.7752,0.7796,0.7716
3,0.7672,0.7716,0.778,0.7816,0.78,0.778
4,0.7696,0.7684,0.7888,0.774,0.7728,0.786
5,0.7692,0.7748,0.7772,0.7748,0.7828,0.7808
6,0.7652,0.7728,0.7848,0.7784,0.77,0.78
7,0.7772,0.7716,0.7708,0.7796,0.7816,0.7752
8,0.7664,0.7672,0.774,0.7844,0.788,0.7692
9,0.778,0.768,0.776,0.7732,0.782,0.7728
