0,0.368,0.394,0.384,0.3948,0.4012,0.3988,0.3204,0.4628
1,0.3736,0.3896,0.3968,0.3964,0.4044,0.4068,0.316,0.4568
2,0.3776,0.378,0.3836,0.386,0.41,0.4004,0.3232,0.4468
3,0.3628,0.3784,0.3904,0.3968,0.4116,0.4172,0.3204,0.4476
4,0.366,0.384,0.39,0.3912,0.4052,0.4036,0.3148,0.4544
5,0.376,0.3772,0.3908,0.3908,0.4028,0.398,0.3204,0.4488
6,0.382,0.3696,0.392,0.3932,0.4008,0.3932,0.3096,0.462
7,0.3764,0.3956,0.3876,0.396,0.402,0.4124,0.3184,0.4472
8,0.3704,0.39,0.3872,0.3964,0.414,0.4144,0.3104,0.4492
9,0.3756,0.3932,0.3892,0.3976,0.4108,0.3916,0.3176,0.4424
