0,0.3684,0.394,0.384,0.3952,0.4016,0.3992,0.3204,0.4628
1,0.374,0.3896,0.3964,0.396,0.4044,0.4076,0.316,0.4568
2,0.3776,0.3784,0.384,0.386,0.4108,0.4008,0.3232,0.4468
3,0.3628,0.378,0.3908,0.3964,0.4108,0.4168,0.3204,0.4476
4,0.3656,0.3836,0.3904,0.3912,0.4044,0.4044,0.3148,0.4544
5,0.3764,0.3772,0.3904,0.3904,0.4024,0.3976,0.3204,0.4488
6,0.3824,0.3696,0.3912,0.3928,0.4008,0.3936,0.3096,0.462
7,0.3764,0.396,0.3872,0.3948,0.4024,0.4128,0.3184,0.4472
8,0.3708,0.39,0.3872,0.396,0.414,0.4144,0.3104,0.4492
9,0.3756,0.3928,0.3896,0.3972,0.4104,0.392,0.3176,0.4424
