0,0.7252,0.7384,0.7288,0.7356,0.7464,0.7492,0.742,0.7468,0.7452,0.7548,0.7044,0.7992
1,0.7312,0.73,0.7364,0.7308,0.7452,0.7416,0.7404,0.7536,0.7496,0.738,0.7132,0.8044
2,0.7324,0.7432,0.7344,0.7376,0.7484,0.7428,0.7512,0.7408,0.756,0.7396,0.6952,0.804
3,0.726,0.7404,0.728,0.7344,0.7388,0.7408,0.7584,0.748,0.7428,0.7468,0.7032,0.8004
4,0.7332,0.7424,0.7292,0.7436,0.7416,0.7492,0.748,0.7456,0.7464,0.7424,0.704,0.8004
