0,0.7352,0.7456,0.7328,0.742,0.7428,0.7484,0.7528,0.752,0.7476,0.7668,0.7044,0.7992
1,0.7384,0.7308,0.7384,0.7396,0.752,0.752,0.7492,0.7608,0.7544,0.7508,0.7132,0.8044
2,0.7452,0.7516,0.744,0.7568,0.7544,0.7484,0.7584,0.7548,0.7596,0.7572,0.6952,0.804
3,0.7328,0.7416,0.738,0.7488,0.74,0.7536,0.7572,0.7556,0.7556,0.7584,0.7032,0.8004
4,0.7384,0.7392,0.7408,0.7532,0.7548,0.7624,0.7616,0.7588,0.7604,0.7588,0.704,0.8004
