0,0.728,0.7348,0.7348,0.7404,0.738,0.7396,0.6932,0.7944
1,0.7324,0.7368,0.7332,0.744,0.7468,0.742,0.684,0.7996
2,0.7316,0.7368,0.7376,0.7392,0.7416,0.73,0.6908,0.7992
3,0.734,0.73,0.734,0.7412,0.7332,0.7364,0.694,0.7944
4,0.7312,0.7272,0.7504,0.7484,0.748,0.7488,0.6864,0.8004
5,0.7208,0.7292,0.7452,0.7276,0.7344,0.7316,0.684,0.806
6,0.7244,0.7396,0.7388,0.7396,0.74,0.7452,0.6912,0.8032
7,0.7304,0.7356,0.7424,0.7352,0.738,0.748,0.6892,0.8
8,0.7312,0.7384,0.7284,0.7432,0.7332,0.738,0.6896,0.7972
9,0.732,0.7316,0.7348,0.732,0.7388,0.7376,0.6804,0.7972
