0,0.7188,0.7288,0.7252,0.7248,0.7284,0.7296,0.6932,0.7944
1,0.7216,0.7336,0.7244,0.7324,0.7304,0.7328,0.684,0.7996
2,0.7256,0.7248,0.7304,0.7228,0.7336,0.7196,0.6908,0.7992
3,0.7284,0.7168,0.7228,0.7352,0.7308,0.7296,0.694,0.7944
4,0.7252,0.7232,0.7424,0.728,0.734,0.7368,0.6864,0.8004
5,0.7192,0.7252,0.7308,0.7204,0.7224,0.7264,0.684,0.806
6,0.722,0.7304,0.7316,0.7248,0.724,0.7296,0.6912,0.8032
7,0.726,0.7236,0.7308,0.7196,0.7356,0.7232,0.6892,0.8
8,0.7188,0.7296,0.7292,0.7276,0.7284,0.7272,0.6896,0.7972
9,0.7228,0.7188,0.736,0.7188,0.7312,0.7228,0.6804,0.7972
