0,0.7404,0.7452,0.7472,0.7624,0.7592,0.7704,0.7052,0.8036
1,0.7292,0.7516,0.7548,0.7528,0.7636,0.7608,0.708,0.8136
2,0.7432,0.7436,0.7444,0.7508,0.7664,0.7536,0.706,0.8036
3,0.7356,0.7444,0.7512,0.7636,0.7516,0.7616,0.7064,0.8108
4,0.7348,0.7512,0.7504,0.7524,0.7588,0.756,0.7056,0.8
5,0.7388,0.7412,0.7504,0.7636,0.7524,0.7516,0.7036,0.81
6,0.7352,0.7444,0.75,0.7532,0.7548,0.7628,0.712,0.8036
7,0.7404,0.7508,0.756,0.7664,0.7528,0.7616,0.694,0.7988
8,0.718,0.7428,0.7448,0.7484,0.7592,0.7576,0.7064,0.8112
9,0.7396,0.7444,0.7508,0.7592,0.7604,0.7572,0.702,0.7952
